algo,maze_type,pop_size,instance_seed,trial_seed,success_overall,success_postdisruption,iterations,path_length,optimal_length,path_optimality,time_to_half_entropy,diversity_floor,mean_entropy,adaptation_time,entropy_history
GA,U-Trap,20,5,5009,False,False,510,70,51,1.3725490196078431,170,1.6567796494470395,2.741855425961836,,"[3.6841837197791887, 2.795461844238322, 2.460964047443681, 3.0086949695628427, 2.1814963295286756, 3.2464393446710154, 2.9709505944546684, 2.721928094887362, 2.457717469130148, 2.3192407046368486, 2.019973094021975, 3.139353872167201, 2.728212945841001, 2.946439344671015, 3.321928094887362, 2.7588718484453603, 2.1709505944546685, 1.6567796494470395, 2.901609497059027, 2.219240704636849, 2.9219280948873623, 3.3414460711655214, 2.546439344671015, 2.070950594454669, 2.2192407046368485, 3.621928094887362, 3.108694969562842, 2.1709505944546685, 3.6464393446710153, 3.028212945841001, 2.795461844238322, 2.9219280948873623, 2.219240704636849, 2.070950594454669, 2.660964047443681, 3.2414460711655217, 3.421928094887362, 3.1659573209491745, 3.303701696057348, 2.4232196723355077, 2.9709505944546684, 2.7841837197791888, 2.441446071165522, 2.077235445408308, 3.0464393446710156, 2.460964047443681, 2.5577174691301483, 2.484183719779189, 3.621928094887362, 2.5588718484453605, 2.219240704636849]"
GA,U-Trap,20,6,6004,False,False,550,58,55,1.0545454545454545,150,1.7166422780956525,2.7962027109018326,,"[3.6841837197791887, 2.9232196723355077, 3.1841837197791887, 2.219240704636849, 3.4841837197791885, 2.319240704636849, 2.808694969562842, 1.7709505944546686, 3.921928094887362, 2.721928094887362, 2.1609640474436813, 3.3464393446710154, 2.219240704636849, 2.795461844238322, 2.6841837197791887, 2.7393538721672006, 2.3232196723355076, 2.8841837197791884, 2.6709505944546685, 2.1709505944546685, 2.3609640474436815, 3.0609640474436812, 2.5609640474436812, 1.7166422780956525, 3.021928094887362, 3.0219280948873624, 2.321127473337187, 3.8841837197791884, 3.1414460711655217, 3.108694969562842, 2.0814963295286755, 2.546439344671015, 2.795461844238322, 3.001609497059027, 2.446439344671015, 3.039353872167201, 3.203701696057348, 2.9659573209491747, 3.101609497059027, 3.5414460711655216, 2.795461844238322, 3.1016094970590276, 2.839353872167201, 3.2414460711655217, 2.219240704636849, 2.65887184844536, 2.5954618442383217, 3.3841837197791884, 2.0709505944546684, 2.181496329528675, 3.2841837197791888, 2.8709505944546687, 2.7282129458410016, 2.5609640474436812, 3.303701696057348]"
GA,U-Trap,20,6,6001,False,False,550,84,55,1.5272727272727273,110,1.7854752972273342,2.95410427378036,,"[3.8841837197791884, 2.960964047443681, 3.065957320949175, 2.8016094970590277, 2.9659573209491747, 2.721928094887362, 3.621928094887362, 3.484183719779189, 2.5282129458410014, 3.2037016960573483, 3.346439344671015, 1.7854752972273342, 2.9464393446710155, 3.1414460711655217, 2.1609640474436813, 2.939353872167201, 3.0464393446710156, 3.0841837197791886, 3.1414460711655217, 2.5414460711655216, 2.903701696057348, 2.5609640474436812, 2.7393538721672006, 2.5954618442383217, 3.046439344671015, 2.8841837197791884, 3.621928094887362, 3.021928094887362, 3.7841837197791883, 3.2464393446710154, 3.001609497059027, 2.2192407046368485, 2.460964047443681, 2.9016094970590274, 2.9016094970590274, 3.1393538721672005, 2.460964047443681, 1.9166422780956522, 3.0086949695628418, 2.795461844238322, 3.046439344671015, 3.7841837197791888, 3.4414460711655215, 2.695461844238322, 3.108694969562842, 3.646439344671015, 3.001609497059027, 2.8954618442383215, 2.5577174691301483, 2.8016094970590273, 2.7954618442383214, 3.6464393446710153, 3.0086949695628418, 3.6464393446710153, 1.8166422780956524]"
GA,U-Trap,20,6,6003,False,False,550,76,55,1.3818181818181818,200,0.8475846798245739,2.7077611649616786,,"[4.1219280948873624, 2.9219280948873623, 3.003701696057348, 3.1659573209491745, 2.884183719779189, 2.8659573209491747, 2.5609640474436812, 2.3192407046368486, 2.660964047443681, 2.2192407046368485, 2.070950594454669, 2.3192407046368486, 2.5609640474436812, 2.070950594454669, 2.9841837197791885, 2.9464393446710155, 3.308694969562842, 3.446439344671015, 3.446439344671015, 2.7232196723355075, 1.3917601481809734, 2.314979820516481, 2.8016094970590277, 2.5577174691301483, 2.4232196723355077, 3.101609497059027, 1.5567796494470394, 1.9332062193464952, 2.946439344671015, 2.7841837197791888, 3.546439344671015, 3.3464393446710154, 2.8464393446710154, 2.6841837197791887, 2.5609640474436812, 2.219240704636849, 3.5464393446710156, 2.763865121950854, 2.5609640474436812, 2.260964047443681, 3.003701696057348, 3.0219280948873624, 1.5567796494470394, 0.8475846798245739, 2.8709505944546687, 3.221928094887362, 2.7659573209491746, 3.2464393446710154, 3.1659573209491745, 2.763865121950854, 2.701609497059027, 2.8016094970590273, 3.046439344671015, 3.2464393446710154, 1.9166422780956522]"
GA,U-Trap,20,6,6002,False,False,550,64,55,1.1636363636363636,90,1.1219280948873622,2.7328615526038926,,"[3.9841837197791885, 2.023219672335508, 2.419973094021975, 3.7841837197791888, 3.2393538721672006, 2.1709505944546685, 2.665957320949175, 2.108694969562842, 2.8393538721672007, 1.9166422780956522, 2.9709505944546684, 3.2393538721672006, 1.9709505944546688, 2.763865121950854, 2.660964047443681, 2.795461844238322, 2.3232196723355076, 2.3192407046368486, 2.5609640474436812, 3.303701696057348, 2.5577174691301483, 2.181496329528675, 3.208694969562842, 3.3464393446710154, 3.546439344671015, 3.108694969562842, 2.5609640474436812, 2.821928094887362, 1.9709505944546688, 2.4954618442383216, 2.460964047443681, 3.203701696057348, 1.1219280948873622, 2.457717469130148, 2.5332062193464955, 2.946439344671015, 3.641446071165521, 3.0219280948873624, 2.695461844238322, 2.946439344671015, 3.0464393446710156, 2.3192407046368486, 3.484183719779189, 2.7659573209491746, 2.795461844238322, 3.170950594454668, 3.3464393446710154, 3.2841837197791883, 2.721928094887362, 1.9128876215181603, 2.4638651219508536, 2.446439344671015, 2.539353872167201, 2.939353872167201, 2.1814963295286756]"
GA,U-Trap,20,6,6006,False,False,550,64,55,1.1636363636363636,150,1.5567796494470394,2.748204720841642,,"[3.721928094887362, 2.8709505944546687, 3.1037016960573482, 3.021928094887362, 2.6282129458410015, 1.9166422780956522, 2.2464393446710154, 1.5567796494470396, 3.0086949695628418, 3.208694969562842, 2.4232196723355077, 2.360964047443681, 2.0709505944546684, 2.695461844238322, 3.103701696057348, 2.5609640474436812, 3.2393538721672006, 1.5567796494470394, 3.6464393446710153, 2.660964047443681, 2.1709505944546685, 2.9219280948873623, 3.221928094887362, 1.3917601481809734, 2.970950594454669, 3.208694969562842, 3.4414460711655215, 2.8232196723355076, 2.460964047443681, 2.5414460711655216, 2.5464393446710156, 2.695461844238322, 2.7841837197791888, 3.7841837197791888, 3.446439344671015, 2.4086949695628417, 2.7841837197791888, 2.460964047443681, 3.165957320949175, 3.1414460711655217, 3.641446071165521, 2.939353872167201, 3.0219280948873624, 3.001609497059027, 3.1414460711655217, 2.219240704636849, 2.939353872167201, 2.3232196723355076, 1.5567796494470394, 2.865957320949175, 2.670950594454669, 1.9166422780956522, 2.6841837197791887, 3.246439344671015, 3.0086949695628418]"
GA,U-Trap,20,6,6005,False,False,550,94,55,1.709090909090909,30,1.3917601481809734,2.8795318569478034,,"[4.021928094887362, 2.5577174691301483, 3.521928094887362, 1.7387586809150082, 3.1659573209491745, 3.2393538721672006, 3.2464393446710154, 3.403701696057348, 3.003701696057348, 1.6788979029874789, 1.9166422780956522, 3.308694969562842, 1.3917601481809734, 3.303701696057348, 2.660964047443681, 2.1814963295286756, 2.701609497059027, 2.6954618442383222, 3.0016094970590275, 3.384183719779189, 2.65887184844536, 3.108694969562842, 3.446439344671015, 3.4841837197791885, 2.765957320949175, 3.7219280948873616, 3.4414460711655215, 2.8393538721672007, 1.9709505944546688, 2.795461844238322, 3.2464393446710154, 3.246439344671016, 2.9464393446710155, 3.346439344671015, 3.1414460711655217, 1.9166422780956522, 2.484183719779189, 2.6709505944546685, 2.319240704636849, 2.360964047443681, 2.460964047443681, 3.039353872167201, 3.3841837197791884, 3.4414460711655215, 2.7841837197791888, 2.595461844238322, 2.795461844238322, 1.590468570732828, 2.7588718484453603, 3.3464393446710154, 3.7841837197791888, 2.721928094887362, 3.5219280948873624, 3.0464393446710156, 3.065957320949175]"
GA,U-Trap,20,6,6007,False,False,550,66,55,1.2,60,1.1219280948873622,2.58852372537884,,"[3.521928094887362, 3.165957320949175, 2.6841837197791887, 2.695461844238322, 2.319240704636849, 2.6609640474436813, 1.6567796494470395, 1.9166422780956522, 1.9166422780956522, 2.5841837197791886, 2.6464393446710153, 1.3917601481809734, 2.7841837197791888, 2.9219280948873623, 3.039353872167201, 2.695461844238322, 2.4232196723355077, 2.695461844238322, 3.0016094970590275, 2.5219280948873624, 2.3192407046368486, 3.3086949695628416, 2.295461844238322, 3.3393538721672007, 2.3232196723355076, 2.081496329528675, 3.0414460711655216, 2.0709505944546684, 2.219240704636849, 1.2917601481809735, 3.0086949695628418, 2.7638651219508534, 3.1841837197791887, 2.908694969562842, 3.1464393446710153, 2.419973094021975, 2.939353872167201, 3.446439344671015, 1.9814963295286754, 3.3393538721672007, 3.384183719779189, 2.760964047443681, 2.7393538721672006, 2.7393538721672006, 3.2841837197791888, 3.139353872167201, 1.1219280948873622, 2.1709505944546685, 2.181496329528675, 1.919240704636849, 1.4190352743388661, 2.1709505944546685, 3.308694969562842, 2.4609640474436807, 2.895461844238322]"
GA,U-Trap,20,6,6008,False,False,550,84,55,1.5272727272727273,,1.9166422780956522,2.774067710111342,,"[3.3464393446710154, 2.795461844238322, 2.808694969562842, 2.2464393446710154, 2.8037016960573484, 3.108694969562842, 3.1086949695628414, 3.001609497059027, 2.639353872167201, 2.795461844238322, 3.0414460711655216, 1.3917601481809734, 2.5804820237218404, 2.3192407046368486, 2.1709505944546685, 2.5211274733371867, 1.5567796494470394, 2.3192407046368486, 2.9219280948873623, 2.8393538721672007, 2.4954618442383216, 3.208694969562842, 2.4954618442383216, 2.695461844238322, 2.219240704636849, 3.2414460711655213, 2.960964047443681, 2.928212945841001, 3.3841837197791893, 3.5841837197791886, 2.6219280948873624, 2.8393538721672007, 2.795461844238322, 2.6219280948873624, 2.3192407046368486, 2.395461844238322, 3.001609497059027, 3.265957320949175, 2.314979820516481, 3.2414460711655217, 3.6086949695628414, 2.946439344671015, 3.4219280948873623, 3.003701696057348, 3.421928094887362, 2.7709505944546686, 2.460964047443681, 2.5609640474436812, 2.660964047443681, 1.9166422780956522, 3.003701696057348, 3.108694969562842, 2.9709505944546684, 2.4232196723355077, 3.3464393446710154]"
GA,U-Trap,20,7,7006,True,True,30,91,61,1.4918032786885247,,3.103701696057348,3.455691954036744,,"[4.021928094887362, 3.103701696057348, 3.2414460711655217]"
GA,U-Trap,20,6,6009,False,False,550,102,55,1.8545454545454545,,2.8016094970590273,2.839208859168738,,"[3.821928094887362, 2.721928094887362, 2.865957320949175, 1.9804820237218406, 2.3464393446710154, 2.6577174691301484, 1.5567796494470394, 1.8166422780956524, 2.319240704636849, 2.8954618442383215, 3.0393538721672004, 2.5577174691301483, 2.070950594454669, 2.5577174691301483, 2.0814963295286755, 3.103701696057348, 3.5841837197791886, 3.003701696057348, 3.441446071165522, 3.208694969562842, 2.8016094970590273, 3.0709505944546684, 3.101609497059027, 3.2841837197791888, 2.4577174691301487, 2.846439344671015, 3.546439344671015, 2.663865121950854, 2.7609640474436814, 3.2841837197791888, 2.908694969562842, 3.165957320949175, 2.319240704636849, 3.2464393446710154, 2.65887184844536, 2.219240704636849, 2.314979820516481, 2.721928094887362, 2.5577174691301483, 3.121928094887362, 2.563865121950854, 2.185475297227334, 3.646439344671015, 3.021928094887362, 2.908694969562842, 2.528212945841002, 2.8393538721672007, 3.239353872167201, 3.1016094970590276, 3.8841837197791884, 2.9219280948873623, 2.8016094970590273, 3.4414460711655215, 2.8659573209491747, 3.521928094887362]"
GA,U-Trap,20,7,7000,False,False,610,62,61,1.0163934426229508,40,1.6567796494470395,2.7431222607878167,,"[4.084183719779189, 3.8841837197791884, 2.908694969562842, 3.4841837197791885, 1.6567796494470395, 1.9166422780956522, 2.4192407046368487, 2.795461844238322, 1.9128876215181603, 2.6841837197791887, 3.4841837197791885, 2.708694969562842, 3.1464393446710153, 2.5638651219508537, 2.790468570732828, 2.7393538721672006, 2.5577174691301483, 2.5709505944546684, 3.208694969562842, 2.9086949695628417, 2.5609640474436812, 2.628212945841001, 2.5211274733371867, 2.4192407046368487, 2.9219280948873623, 3.003701696057348, 2.3192407046368486, 2.2149798205164815, 2.701609497059027, 2.5414460711655216, 3.108694969562842, 3.2841837197791888, 2.460964047443681, 1.6567796494470395, 3.0016094970590275, 1.9166422780956522, 2.0709505944546684, 2.795461844238322, 2.5638651219508537, 3.239353872167201, 3.5464393446710156, 3.3414460711655214, 3.0609640474436812, 2.9709505944546684, 2.8393538721672007, 3.6414460711655217, 3.346439344671015, 2.4232196723355077, 2.4192407046368487, 3.446439344671015, 1.9332062193464952, 2.2464393446710154, 2.319240704636849, 2.6464393446710153, 2.460964047443681, 3.0841837197791886, 2.739353872167201, 2.6464393446710153, 2.5414460711655216, 1.9166422780956522, 3.403701696057348]"
GA,U-Trap,20,7,7003,False,False,610,56,61,0.9180327868852459,60,1.578897902987479,2.942794604000956,,"[3.546439344671015, 3.4841837197791885, 3.203701696057348, 2.2577174691301485, 1.9804820237218406, 3.0414460711655216, 2.670950594454669, 3.3464393446710154, 3.1841837197791887, 2.9086949695628417, 3.0086949695628418, 2.5211274733371867, 2.763865121950854, 2.728212945841001, 2.7219280948873625, 2.8086949695628416, 2.260964047443681, 3.9219280948873623, 2.8464393446710154, 3.9841837197791885, 2.939353872167201, 3.2841837197791888, 2.6219280948873624, 3.0464393446710156, 3.5414460711655216, 1.578897902987479, 2.6577174691301484, 2.795461844238322, 3.0609640474436812, 2.8232196723355076, 3.2464393446710154, 2.946439344671015, 2.1709505944546685, 2.721928094887362, 3.0219280948873624, 3.160964047443681, 2.119973094021975, 3.6219280948873624, 3.1086949695628423, 3.2464393446710154, 3.721928094887362, 2.739353872167201, 2.657717469130148, 2.808694969562842, 3.1841837197791887, 3.0037016960573477, 2.7841837197791888, 3.7841837197791883, 3.060964047443681, 3.721928094887362, 1.8387586809150083, 2.657717469130148, 2.9016094970590274, 3.1464393446710153, 3.384183719779189, 2.9219280948873623, 1.9166422780956522, 2.5219280948873624, 3.103701696057348, 3.403701696057348, 3.3414460711655214]"
GA,U-Trap,20,7,7004,False,False,610,82,61,1.3442622950819672,50,1.643751954420502,2.7761524594749303,,"[4.1219280948873624, 2.9282129458410013, 3.1393538721672005, 3.446439344671015, 3.001609497059027, 1.8166422780956524, 2.695461844238322, 2.6219280948873624, 3.039353872167201, 2.314979820516481, 2.8659573209491747, 3.039353872167201, 2.8659573209491747, 3.621928094887362, 2.8232196723355076, 2.5841837197791886, 2.1609640474436813, 3.0709505944546684, 2.5841837197791886, 2.070950594454669, 3.1037016960573482, 3.2414460711655217, 2.070950594454669, 2.3192407046368486, 2.5609640474436812, 2.8954618442383215, 1.9166422780956522, 3.208694969562842, 2.039353872167201, 3.3841837197791884, 3.403701696057348, 2.1709505944546685, 2.7393538721672006, 2.903701696057348, 1.6567796494470395, 3.4086949695628417, 2.621928094887362, 3.5841837197791886, 3.5841837197791886, 2.5954618442383217, 2.7841837197791888, 2.8393538721672007, 2.670950594454668, 2.319240704636849, 2.8659573209491747, 2.795461844238322, 2.695461844238322, 3.001609497059027, 1.643751954420502, 2.4192407046368487, 2.9709505944546684, 3.4464393446710155, 3.265957320949175, 2.1609640474436813, 2.314979820516481, 3.021928094887362, 3.5841837197791886, 2.884183719779189, 3.0464393446710156, 1.8332062193464953, 2.5577174691301483]"
GA,U-Trap,20,7,7001,False,False,610,68,61,1.1147540983606556,80,1.2917601481809735,2.74465291807722,,"[4.221928094887362, 2.7037016960573483, 2.3192407046368486, 3.4414460711655215, 2.9219280948873623, 2.8954618442383215, 3.2414460711655217, 3.0219280948873624, 1.9166422780956522, 2.8841837197791884, 3.1464393446710153, 2.9659573209491747, 3.403701696057348, 2.3192407046368486, 1.2917601481809735, 2.9016094970590274, 3.5841837197791886, 3.303701696057348, 3.521928094887362, 1.6567796494470395, 2.019240704636849, 2.5609640474436812, 3.3414460711655214, 1.3917601481809734, 3.108694969562842, 1.9709505944546688, 2.3192407046368486, 2.9709505944546684, 2.946439344671015, 2.219240704636849, 2.695461844238322, 1.9166422780956522, 3.2414460711655217, 1.9332062193464952, 2.3609640474436815, 3.6841837197791887, 2.463865121950854, 3.3464393446710154, 2.2588718484453603, 2.795461844238322, 3.039353872167201, 3.1393538721672005, 3.6414460711655217, 2.070950594454669, 1.8166422780956524, 3.203701696057348, 3.3841837197791884, 2.5709505944546684, 2.0709505944546684, 3.1841837197791887, 3.3841837197791884, 2.3192407046368486, 3.2414460711655217, 3.2414460711655213, 2.319240704636849, 2.9086949695628417, 2.9219280948873623, 1.6788979029874789, 2.560964047443681, 2.695461844238322, 2.821928094887362]"
GA,U-Trap,20,7,7005,False,False,610,68,61,1.1147540983606556,80,1.8166422780956524,2.9259226453279448,,"[3.721928094887362, 2.884183719779189, 1.8166422780956524, 1.2917601481809733, 3.208694969562842, 3.1841837197791887, 1.9016094970590274, 2.490468570732828, 3.203701696057348, 2.314979820516481, 2.8464393446710154, 3.7841837197791888, 3.3464393446710154, 3.646439344671015, 2.419973094021975, 3.065957320949175, 3.546439344671015, 3.384183719779189, 3.8841837197791884, 3.3464393446710154, 3.2086949695628415, 2.457717469130148, 3.0464393446710156, 3.0841837197791886, 2.765957320949175, 2.1709505944546685, 1.9332062193464952, 3.0464393446710156, 3.5086949695628418, 3.208694969562842, 3.1086949695628423, 3.065957320949175, 3.6841837197791887, 2.070950594454669, 3.108694969562842, 2.7282129458410016, 3.1414460711655217, 3.621928094887362, 2.6464393446710153, 3.1393538721672005, 3.2414460711655213, 3.303701696057348, 2.821928094887362, 2.7841837197791888, 3.1393538721672005, 1.8166422780956524, 3.2464393446710154, 3.384183719779189, 3.246439344671015, 2.621928094887362, 2.7841837197791888, 2.939353872167201, 2.6841837197791887, 2.660964047443681, 1.9709505944546686, 2.219240704636849, 3.346439344671015, 2.3192407046368486, 3.021928094887362, 3.6464393446710153, 3.2464393446710154]"
GA,U-Trap,20,8,8003,True,True,54,85,57,1.4912280701754386,,2.3192407046368486,2.835275635734263,,"[3.5841837197791886, 2.460964047443681, 1.7166422780956525, 3.2464393446710154, 3.684183719779189, 2.3192407046368486]"
GA,U-Trap,20,7,7002,False,False,610,106,61,1.7377049180327868,30,1.8854752972273343,2.77892833848821,,"[3.446439344671015, 3.4414460711655215, 3.1393538721672005, 3.046439344671015, 3.2414460711655213, 3.4464393446710155, 2.8332062193464953, 2.4954618442383216, 1.3917601481809734, 1.9332062193464952, 2.939353872167201, 2.1814963295286756, 3.108694969562842, 3.1841837197791887, 2.4954618442383216, 3.046439344671015, 3.108694969562842, 3.0219280948873624, 1.6788979029874789, 2.695461844238322, 3.3086949695628416, 2.728212945841001, 2.9219280948873623, 1.419035274338866, 3.039353872167201, 3.308694969562842, 3.303701696057348, 2.65887184844536, 2.9086949695628417, 1.9814963295286754, 3.1841837197791887, 2.7841837197791888, 2.695461844238322, 3.0016094970590275, 3.446439344671015, 2.563865121950854, 2.939353872167201, 3.208694969562842, 3.4037016960573485, 3.3841837197791884, 1.7709505944546686, 4.221928094887362, 3.321928094887362, 2.9219280948873623, 1.8854752972273343, 2.181496329528675, 2.139353872167201, 2.5577174691301483, 2.319240704636849, 3.021928094887362, 2.460964047443681, 3.139353872167201, 2.4192407046368487, 2.660964047443681, 2.0814963295286755, 2.3192407046368486, 2.3464393446710154, 2.8954618442383215, 3.421928094887362, 2.5954618442383217, 2.765957320949175]"
GA,U-Trap,20,8,8004,True,True,27,91,57,1.5964912280701755,,2.665957320949175,3.3321934617997933,,"[4.021928094887363, 3.3086949695628416, 2.665957320949175]"
GA,U-Trap,20,8,8006,True,True,27,83,57,1.456140350877193,,3.139353872167201,3.5692404372418594,,"[4.321928094887363, 3.139353872167201, 3.246439344671015]"
GA,U-Trap,20,7,7007,False,False,610,46,61,0.7540983606557377,20,1.1219280948873622,2.82630193501639,,"[3.6464393446710153, 3.1464393446710153, 3.046439344671015, 3.4841837197791885, 2.7393538721672006, 3.721928094887362, 2.739353872167201, 1.8166422780956524, 2.0709505944546684, 2.657717469130148, 3.208694969562842, 3.2393538721672006, 3.0414460711655216, 3.208694969562842, 3.0086949695628418, 2.6841837197791887, 2.8659573209491747, 2.460964047443681, 3.3464393446710154, 3.0016094970590275, 2.8659573209491747, 3.3086949695628416, 2.6464393446710153, 2.808694969562842, 2.695461844238322, 3.2414460711655213, 2.595461844238322, 3.408694969562842, 3.046439344671015, 2.7841837197791888, 1.9166422780956522, 3.165957320949175, 3.4841837197791885, 2.795461844238322, 3.384183719779189, 2.7841837197791883, 3.2414460711655217, 3.2841837197791888, 3.021928094887362, 3.046439344671015, 2.795461844238322, 2.884183719779189, 3.1414460711655217, 3.0464393446710156, 2.9016094970590274, 2.1709505944546685, 1.8166422780956524, 2.4954618442383216, 1.5567796494470394, 2.5609640474436812, 2.939353872167201, 3.2393538721672006, 3.001609497059027, 2.8841837197791884, 1.1219280948873622, 3.6464393446710153, 3.0414460711655216, 1.2917601481809735, 1.9166422780956522, 2.219240704636849, 3.0709505944546684]"
GA,U-Trap,20,8,8000,False,False,570,45,57,0.7894736842105263,40,1.1219280948873622,2.857798610699085,,"[4.221928094887362, 3.4841837197791885, 2.495461844238322, 3.0414460711655216, 1.8166422780956524, 3.003701696057348, 2.8659573209491747, 2.663865121950854, 3.346439344671015, 3.721928094887362, 1.7166422780956525, 2.657717469130148, 1.9804820237218406, 3.2841837197791888, 2.5577174691301483, 2.8393538721672007, 2.939353872167201, 3.746439344671015, 3.421928094887362, 2.595461844238322, 3.1464393446710153, 3.0219280948873624, 2.660964047443681, 3.6841837197791887, 3.7841837197791883, 3.2464393446710154, 2.4232196723355077, 1.1219280948873622, 2.3232196723355076, 3.0086949695628418, 3.046439344671015, 3.246439344671015, 2.708694969562842, 3.0464393446710156, 3.384183719779189, 2.7037016960573483, 2.070950594454669, 2.563865121950854, 3.2841837197791888, 2.070950594454669, 2.908694969562842, 2.733206219346495, 3.208694969562842, 2.946439344671015, 2.939353872167201, 2.9016094970590274, 2.7841837197791888, 2.65887184844536, 1.4567796494470395, 2.460964047443681, 2.460964047443681, 2.9219280948873623, 3.3037016960573484, 3.0219280948873624, 3.721928094887362, 3.4464393446710155, 2.070950594454669]"
GA,U-Trap,20,8,8002,False,False,570,70,57,1.2280701754385965,180,0.8841837197791889,2.827772024459866,,"[4.021928094887363, 2.6464393446710153, 3.221928094887362, 3.003701696057348, 3.2464393446710154, 2.6577174691301484, 2.219240704636849, 3.984183719779189, 2.5609640474436812, 2.821928094887362, 2.808694969562842, 3.3086949695628416, 3.408694969562842, 2.6016094970590276, 2.6577174691301484, 3.303701696057348, 3.321928094887362, 2.621928094887362, 1.2917601481809735, 3.0086949695628418, 3.0016094970590275, 2.6841837197791887, 2.921928094887362, 3.684183719779189, 3.246439344671016, 2.7841837197791888, 3.065957320949175, 2.9414460711655215, 3.3841837197791884, 2.660964047443681, 3.4414460711655215, 2.463865121950854, 3.108694969562842, 3.9219280948873623, 2.7841837197791888, 3.6464393446710153, 3.2414460711655217, 1.9166422780956522, 3.108694969562842, 1.6567796494470395, 3.108694969562842, 2.9219280948873623, 2.260964047443681, 3.0086949695628418, 2.1709505944546685, 2.565957320949175, 2.5954618442383217, 3.3464393446710154, 0.8841837197791889, 2.484183719779189, 2.4192407046368487, 1.9709505944546688, 2.6841837197791887, 2.9659573209491747, 2.1814963295286756, 2.6841837197791887, 2.5464393446710156]"
GA,U-Trap,20,8,8001,False,False,570,70,57,1.2280701754385965,80,1.3917601481809734,2.808582376262928,,"[3.921928094887362, 3.2464393446710154, 3.003701696057348, 3.5219280948873624, 3.7841837197791883, 2.5464393446710156, 2.808694969562842, 3.2414460711655213, 1.3917601481809734, 2.7659573209491746, 2.0709505944546684, 1.8166422780956524, 2.1709505944546685, 3.621928094887362, 2.695461844238322, 2.260964047443681, 1.838758680915008, 2.5954618442383217, 3.446439344671015, 3.2659573209491746, 2.5804820237218404, 3.7841837197791883, 2.901609497059027, 3.1037016960573482, 2.4232196723355077, 3.028212945841001, 3.5414460711655216, 1.9192407046368487, 2.460964047443681, 2.319240704636849, 3.1037016960573482, 3.5841837197791886, 2.7841837197791888, 3.246439344671015, 2.8464393446710154, 3.5841837197791886, 2.5609640474436812, 3.646439344671015, 2.708694969562842, 2.2577174691301485, 3.0414460711655216, 3.0037016960573477, 3.484183719779189, 2.460964047443681, 3.5464393446710147, 2.9709505944546684, 2.5577174691301483, 2.4192407046368487, 2.8954618442383215, 1.7854752972273342, 2.9219280948873623, 2.4232196723355077, 2.1709505944546685, 2.5577174691301483, 2.560964047443681, 1.9166422780956522, 2.970950594454669]"
GA,U-Trap,20,7,7009,False,False,610,76,61,1.2459016393442623,140,1.6709505944546685,2.915649459658663,,"[4.084183719779189, 3.821928094887362, 3.4414460711655215, 3.165957320949175, 3.2464393446710154, 2.3192407046368486, 3.984183719779189, 2.795461844238322, 3.208694969562842, 2.9464393446710155, 3.2414460711655213, 2.5211274733371867, 2.5211274733371867, 3.321928094887362, 1.9166422780956522, 2.070950594454669, 2.4954618442383216, 2.070950594454669, 1.6709505944546685, 2.9232196723355077, 3.421928094887362, 3.208694969562842, 2.4464393446710155, 2.8393538721672007, 2.539353872167201, 2.319240704636849, 3.3841837197791884, 3.446439344671015, 3.141446071165521, 2.523219672335508, 2.939353872167201, 3.0016094970590275, 2.219240704636849, 3.108694969562842, 2.865957320949175, 3.403701696057348, 2.565957320949175, 3.108694969562842, 3.039353872167201, 2.9709505944546684, 2.795461844238322, 2.884183719779189, 3.039353872167201, 2.865957320949175, 3.446439344671015, 2.3192407046368486, 3.0219280948873624, 3.5841837197791886, 2.108694969562842, 3.103701696057348, 3.5414460711655216, 2.3232196723355076, 3.2464393446710154, 1.8166422780956524, 3.721928094887362, 3.046439344671015, 3.221928094887362, 3.321928094887362, 2.4232196723355077, 2.4192407046368487, 3.3414460711655214]"
GA,U-Trap,20,7,7008,False,False,610,68,61,1.1147540983606556,50,1.419035274338866,2.70920595093347,,"[3.5086949695628418, 3.1841837197791887, 2.6609640474436813, 2.9709505944546684, 2.7393538721672006, 2.4232196723355077, 2.4232196723355077, 2.4192407046368487, 2.1609640474436813, 3.021928094887362, 2.5577174691301483, 2.419973094021975, 2.5282129458410014, 2.5577174691301483, 2.460964047443681, 1.7709505944546686, 2.460964047443681, 2.0814963295286755, 2.0814963295286755, 2.7841837197791888, 2.5282129458410014, 3.5841837197791886, 2.295461844238322, 3.6086949695628414, 3.001609497059027, 3.208694969562842, 2.460964047443681, 2.865957320949175, 1.7166422780956525, 2.6577174691301484, 3.2219280948873625, 3.2841837197791888, 3.2414460711655217, 2.7954618442383214, 2.6577174691301484, 2.3192407046368486, 3.821928094887362, 2.9016094970590274, 2.8232196723355076, 2.3192407046368486, 2.5609640474436812, 1.419035274338866, 2.763865121950854, 2.7841837197791883, 3.2393538721672006, 2.6219280948873624, 3.2414460711655213, 3.484183719779189, 2.1609640474436813, 2.460964047443681, 2.4954618442383216, 2.3464393446710154, 3.303701696057348, 3.0414460711655216, 2.6709505944546685, 2.884183719779189, 3.6841837197791887, 2.1814963295286756, 2.7464393446710154, 2.8232196723355076, 1.8166422780956524]"
